,revid,parentid,user,userid,timestamp,size,page_id
23,926547685,926547582,Hoising,2864272,2019-11-17T03:48:41Z,10202,62322963
24,926899176,926547685,Nice4What,33507322,2019-11-19T03:52:11Z,10229,62322963
25,927074155,926899176,Robertsky,1990013,2019-11-20T04:46:03Z,12443,62322963
26,927726752,927074155,InternetArchiveBot,27015025,2019-11-24T10:57:49Z,12443,62322963
27,927890590,927726752,Ohconfucius,736651,2019-11-25T12:45:30Z,12247,62322963
28,927890724,927890590,Ohconfucius,736651,2019-11-25T12:47:13Z,11674,62322963
29,927890919,927890724,Ohconfucius,736651,2019-11-25T12:48:49Z,11673,62322963
30,927891368,927890919,Ohconfucius,736651,2019-11-25T12:53:32Z,11465,62322963
31,927892259,927891368,Ohconfucius,736651,2019-11-25T13:03:51Z,10616,62322963
32,927892737,927892259,Ohconfucius,736651,2019-11-25T13:09:20Z,10575,62322963
33,927893221,927892737,Ohconfucius,736651,2019-11-25T13:14:18Z,10546,62322963
34,927893300,927893221,Ohconfucius,736651,2019-11-25T13:15:10Z,10552,62322963
35,928250285,927893300,Ohconfucius,736651,2019-11-27T20:37:42Z,10713,62322963
36,928250404,928250285,Ohconfucius,736651,2019-11-27T20:38:41Z,10670,62322963
37,928261881,928250404,Ohconfucius,736651,2019-11-27T22:10:33Z,10657,62322963
38,928264391,928261881,Ohconfucius,736651,2019-11-27T22:27:49Z,10541,62322963
39,928265481,928264391,Ohconfucius,736651,2019-11-27T22:37:22Z,10933,62322963
40,928358762,928265481,Underwaterbuffalo,6833051,2019-11-28T15:34:02Z,10956,62322963
41,928364048,928358762,GünniX,237572,2019-11-28T16:22:47Z,10926,62322963
42,928434470,928364048,Robertsky,1990013,2019-11-29T04:06:30Z,11072,62322963
43,928434511,928434470,Robertsky,1990013,2019-11-29T04:06:51Z,11290,62322963
44,928523879,928434511,Ohconfucius,736651,2019-11-29T21:11:31Z,11224,62322963
45,928525176,928523879,Ohconfucius,736651,2019-11-29T21:23:55Z,11305,62322963
46,928530094,928525176,Ohconfucius,736651,2019-11-29T22:12:54Z,12217,62322963
47,928533073,928530094,Ohconfucius,736651,2019-11-29T22:26:56Z,12515,62322963
48,928534055,928533073,Ohconfucius,736651,2019-11-29T22:35:32Z,12588,62322963
49,928534677,928534055,Ohconfucius,736651,2019-11-29T22:40:18Z,12732,62322963
50,928534815,928534677,Ohconfucius,736651,2019-11-29T22:41:38Z,12668,62322963
51,928634733,928534815,Kahtar,19297870,2019-11-30T17:13:28Z,12738,62322963
52,929090711,928634733,Nice4What,33507322,2019-12-03T16:26:03Z,12762,62322963
53,929090832,929090711,Nice4What,33507322,2019-12-03T16:26:54Z,12721,62322963
54,929101611,929090832,Nice4What,33507322,2019-12-03T17:50:18Z,13131,62322963
55,929102391,929101611,Nice4What,33507322,2019-12-03T17:56:17Z,13076,62322963
56,929103559,929102391,Nice4What,33507322,2019-12-03T18:05:34Z,13100,62322963
57,929104898,929103559,Nice4What,33507322,2019-12-03T18:14:52Z,13204,62322963
58,929105139,929104898,Nice4What,33507322,2019-12-03T18:16:36Z,13233,62322963
59,929116459,929105139,Nice4What,33507322,2019-12-03T19:36:45Z,13409,62322963
60,929116555,929116459,Nice4What,33507322,2019-12-03T19:37:33Z,13407,62322963
61,929129498,929116555,Nice4What,33507322,2019-12-03T21:10:28Z,13553,62322963
62,929139732,929129498,Ohconfucius,736651,2019-12-03T22:31:13Z,13508,62322963
63,929140423,929139732,Ohconfucius,736651,2019-12-03T22:36:44Z,13569,62322963
64,929142269,929140423,Nice4What,33507322,2019-12-03T22:50:57Z,13554,62322963
65,929142656,929142269,Nice4What,33507322,2019-12-03T22:53:42Z,13612,62322963
66,929144296,929142656,Ohconfucius,736651,2019-12-03T23:07:19Z,14190,62322963
67,929144336,929144296,Ohconfucius,736651,2019-12-03T23:07:39Z,14190,62322963
68,929144452,929144336,Ohconfucius,736651,2019-12-03T23:08:41Z,14190,62322963
69,929144620,929144452,Ohconfucius,736651,2019-12-03T23:10:10Z,14175,62322963
70,929148964,929144620,Nice4What,33507322,2019-12-03T23:44:10Z,14186,62322963
71,929149761,929148964,Nice4What,33507322,2019-12-03T23:51:43Z,14186,62322963
72,929154160,929149761,Nice4What,33507322,2019-12-04T00:30:11Z,14266,62322963
73,929154297,929154160,Nice4What,33507322,2019-12-04T00:31:15Z,14295,62322963
74,929167191,929154297,Robertsky,1990013,2019-12-04T02:23:34Z,14692,62322963
75,929167304,929167191,Robertsky,1990013,2019-12-04T02:24:27Z,15331,62322963
76,929211453,929167304,Ohconfucius,736651,2019-12-04T10:06:21Z,15377,62322963
77,929215751,929211453,Robertsky,1990013,2019-12-04T10:47:44Z,15483,62322963
78,929231632,929215751,NoName10101,37321522,2019-12-04T13:30:42Z,15484,62322963
79,929232579,929231632,Nice4What,33507322,2019-12-04T13:40:49Z,15476,62322963
80,929269316,929232579,Nice4What,33507322,2019-12-04T18:40:56Z,15625,62322963
81,929374239,929269316,Ohconfucius,736651,2019-12-05T11:49:30Z,16010,62322963
82,929374276,929374239,Ohconfucius,736651,2019-12-05T11:49:56Z,16016,62322963
83,929374392,929374276,Ohconfucius,736651,2019-12-05T11:51:20Z,16037,62322963
84,929375386,929374392,Ohconfucius,736651,2019-12-05T12:02:37Z,16013,62322963
85,929375495,929375386,Ohconfucius,736651,2019-12-05T12:03:50Z,16005,62322963
86,929375711,929375495,Ohconfucius,736651,2019-12-05T12:06:33Z,16009,62322963
87,929375797,929375711,Ohconfucius,736651,2019-12-05T12:07:21Z,16011,62322963
88,929376104,929375797,Ohconfucius,736651,2019-12-05T12:11:17Z,16172,62322963
89,929376224,929376104,Ohconfucius,736651,2019-12-05T12:12:52Z,16171,62322963
90,929376895,929376224,Ohconfucius,736651,2019-12-05T12:21:43Z,16310,62322963
91,929376951,929376895,Ohconfucius,736651,2019-12-05T12:22:26Z,16281,62322963
92,929377334,929376951,Ohconfucius,736651,2019-12-05T12:27:17Z,15896,62322963
93,929377397,929377334,Ohconfucius,736651,2019-12-05T12:27:55Z,15927,62322963
94,929377751,929377397,Ohconfucius,736651,2019-12-05T12:32:23Z,16092,62322963
95,929378965,929377751,Nice4What,33507322,2019-12-05T12:46:07Z,16096,62322963
96,929379381,929378965,Ohconfucius,736651,2019-12-05T12:50:24Z,16095,62322963
97,929380113,929379381,Ohconfucius,736651,2019-12-05T12:59:25Z,15246,62322963
98,929383194,929380113,Ohconfucius,736651,2019-12-05T13:35:22Z,15272,62322963
99,929394118,929383194,Nice4What,33507322,2019-12-05T15:18:39Z,15282,62322963
100,929404487,929394118,Ohconfucius,736651,2019-12-05T16:36:58Z,15843,62322963
101,929404704,929404487,Ohconfucius,736651,2019-12-05T16:38:31Z,15753,62322963
102,929404881,929404704,Ohconfucius,736651,2019-12-05T16:39:44Z,16069,62322963
103,929406106,929404881,Nice4What,33507322,2019-12-05T16:49:07Z,16068,62322963
104,929524455,929406106,Ohconfucius,736651,2019-12-06T11:02:41Z,16111,62322963
105,929524524,929524455,Ohconfucius,736651,2019-12-06T11:03:45Z,16112,62322963
106,929524787,929524524,Ohconfucius,736651,2019-12-06T11:06:49Z,16095,62322963
