revid, timestamp, user, userid, size
901557705,2019-06-12T18:07:42Z,8.19.241.10,0,41182
901560622,2019-06-12T18:32:47Z,Wefk423,30693367,42595
901561160,2019-06-12T18:37:12Z,Wefk423,30693367,42645
901561885,2019-06-12T18:42:57Z,Wefk423,30693367,42670
901562688,2019-06-12T18:49:27Z,Wefk423,30693367,42681
901564804,2019-06-12T19:08:24Z,Underbar dk,677153,42681
901569792,2019-06-12T19:44:48Z,100.6.120.111,0,42680
901572057,2019-06-12T20:02:58Z,AnnTesujiRutledge,34519471,43167
901573548,2019-06-12T20:16:03Z,Ohconfucius,736651,43178
901574220,2019-06-12T20:21:50Z,Ohconfucius,736651,43167
901574312,2019-06-12T20:22:38Z,Ohconfucius,736651,42986
901575511,2019-06-12T20:33:40Z,AnomieBOT,7611264,43323
901576350,2019-06-12T20:41:08Z,Ohconfucius,736651,43463
901576663,2019-06-12T20:43:54Z,87.17.25.97,0,43469
901578052,2019-06-12T20:55:04Z,Ohconfucius,736651,43465
901578166,2019-06-12T20:55:58Z,Ohconfucius,736651,43476
901578235,2019-06-12T20:56:33Z,Ohconfucius,736651,43476
901578418,2019-06-12T20:57:57Z,Magnabonzo,4479701,43479
901578613,2019-06-12T20:59:15Z,Magnabonzo,4479701,43477
901579235,2019-06-12T21:04:14Z,Ohconfucius,736651,43481
901579657,2019-06-12T21:08:12Z,Nizolan,19655465,43515
901580330,2019-06-12T21:15:01Z,Ohconfucius,736651,43527
901582445,2019-06-12T21:35:06Z,AnomieBOT,7611264,43587
901582890,2019-06-12T21:39:20Z,1MillionForeigners,36728771,42781
901583092,2019-06-12T21:41:26Z,RainbowSilver2ndBackup,31403118,42822
901583496,2019-06-12T21:45:27Z,RainbowSilver2ndBackup,31403118,42839
901583664,2019-06-12T21:47:06Z,RainbowSilver2ndBackup,31403118,42887
901583687,2019-06-12T21:47:24Z,2A02:810B:C140:853:80FC:370C:8FD4:9FA6,0,42888
901584772,2019-06-12T21:58:15Z,Ohconfucius,736651,42871
901584850,2019-06-12T21:58:55Z,Wefk423,30693367,42781
901584959,2019-06-12T21:59:58Z,Wefk423,30693367,42782
901585164,2019-06-12T22:02:00Z,Wefk423,30693367,42803
901585704,2019-06-12T22:07:49Z,Wefk423,30693367,42747
901586299,2019-06-12T22:14:04Z,Stomatapoll,17587100,42909
901591202,2019-06-12T23:05:57Z,MisfitToys,58947,42913
901594381,2019-06-12T23:38:41Z,72.48.215.73,0,42912
901596617,2019-06-13T00:02:57Z,CRau080,33923477,42913
901597115,2019-06-13T00:07:25Z,CRau080,33923477,42925
901608598,2019-06-13T02:22:41Z,123.203.106.106,0,43262
901608636,2019-06-13T02:23:07Z,123.203.106.106,0,43263
901610625,2019-06-13T02:47:50Z,HKO2006,9310505,43376
901610887,2019-06-13T02:51:02Z,Phantomsnake,2200081,43374
901615196,2019-06-13T03:41:47Z,HKO2006,9310505,44003
901615283,2019-06-13T03:42:45Z,HKO2006,9310505,43950
901620782,2019-06-13T04:53:09Z,Mariogoods,34143604,43943
901631777,2019-06-13T07:05:51Z,Ohconfucius,736651,43922
901631932,2019-06-13T07:07:35Z,Ohconfucius,736651,43932
901632230,2019-06-13T07:10:41Z,Ohconfucius,736651,43907
901632806,2019-06-13T07:17:44Z,Natg 19,3492060,43943
901632824,2019-06-13T07:18:09Z,Natg 19,3492060,43944
901632937,2019-06-13T07:19:41Z,Natg 19,3492060,43940
901633868,2019-06-13T07:32:15Z,Natg 19,3492060,43949
901636467,2019-06-13T08:07:20Z,Ohconfucius,736651,44327
901649028,2019-06-13T10:30:13Z,Wefk423,30693367,44324
901649654,2019-06-13T10:36:36Z,Wefk423,30693367,45328
901649825,2019-06-13T10:38:15Z,Wefk423,30693367,45353
901649877,2019-06-13T10:38:48Z,Wefk423,30693367,45336
901650051,2019-06-13T10:40:54Z,Wefk423,30693367,45101
901651819,2019-06-13T10:57:21Z,Ohconfucius,736651,45101
901653830,2019-06-13T11:17:10Z,Ohconfucius,736651,45079
901653959,2019-06-13T11:18:27Z,Nizolan,19655465,44931
901658573,2019-06-13T12:02:05Z,110.175.140.201,0,44921
901663472,2019-06-13T12:43:19Z,Wefk423,30693367,44923
901663625,2019-06-13T12:44:42Z,Wefk423,30693367,44923
901667068,2019-06-13T13:13:10Z,MaoGo,14660971,44929
901667133,2019-06-13T13:13:43Z,MaoGo,14660971,44936
901674030,2019-06-13T14:09:09Z,Another Believer,5886041,44927
901674105,2019-06-13T14:09:30Z,Another Believer,5886041,44920
901675395,2019-06-13T14:17:36Z,Mount2010,25679202,44918
901683524,2019-06-13T15:26:02Z,2A00:23C4:980F:1800:ADF8:AC9A:7C5F:2941,0,44977
901688091,2019-06-13T16:02:54Z,Matthew hk,727505,44918
901689649,2019-06-13T16:15:38Z,Wefk423,30693367,44956
901691414,2019-06-13T16:31:50Z,Wefk423,30693367,46806
901691617,2019-06-13T16:33:43Z,Wefk423,30693367,46853
901696184,2019-06-13T17:14:38Z,Wefk423,30693367,46994
901716606,2019-06-13T20:00:13Z,182.239.121.221,0,46994
901716672,2019-06-13T20:00:43Z,El C,92203,46994
901717422,2019-06-13T20:07:11Z,182.239.121.221,0,47462
901717541,2019-06-13T20:08:17Z,182.239.121.221,0,47444
901718130,2019-06-13T20:13:34Z,Natg 19,3492060,47444
901734306,2019-06-13T22:35:02Z,2402:8100:3006:3511:C85D:4BCC:582D:BCC0,0,46678
901744361,2019-06-14T00:18:22Z,Eik Corell,6136027,46618
901746096,2019-06-14T00:34:53Z,2601:197:B80:3D52:30BA:97BC:CE23:C1F2,0,46630
901747952,2019-06-14T00:52:02Z,Norcalangela,35715807,46614
901748923,2019-06-14T01:01:20Z,140.120.51.123,0,46616
901748980,2019-06-14T01:01:38Z,140.120.51.123,0,46632
901749451,2019-06-14T01:05:07Z,El C,92203,46614
901750927,2019-06-14T01:23:28Z,AnomieBOT,7611264,46906
901755668,2019-06-14T02:11:50Z,74.12.11.167,0,47026
901755693,2019-06-14T02:12:11Z,74.12.11.167,0,47050
901756169,2019-06-14T02:17:33Z,Citobun,19212093,46906
901766846,2019-06-14T04:04:21Z,Lmmnhn,4599174,46828
901798507,2019-06-14T10:39:49Z,125.142.117.50,0,47387
901804879,2019-06-14T11:37:51Z,Nizolan,19655465,47372
901805145,2019-06-14T11:39:54Z,Nizolan,19655465,47387
901805850,2019-06-14T11:45:20Z,Citobun,19212093,45741
901806072,2019-06-14T11:47:11Z,Citobun,19212093,45733
901806228,2019-06-14T11:48:17Z,Citobun,19212093,45778
901806993,2019-06-14T11:55:00Z,Citobun,19212093,46260
901807823,2019-06-14T12:02:31Z,Nizolan,19655465,46312
901808316,2019-06-14T12:07:14Z,223.197.139.136,0,45753
901809210,2019-06-14T12:15:28Z,125.142.117.50,0,46312
901811029,2019-06-14T12:32:16Z,Nizolan,19655465,46316
901811057,2019-06-14T12:32:31Z,Nizolan,19655465,46315
901812973,2019-06-14T12:50:29Z,125.142.117.50,0,47025
901816666,2019-06-14T13:16:00Z,223.197.139.136,0,47024
901820064,2019-06-14T13:47:30Z,Nizolan,19655465,47032
901821977,2019-06-14T14:04:55Z,Nizolan,19655465,47033
901822003,2019-06-14T14:05:09Z,Nizolan,19655465,47031
901825742,2019-06-14T14:37:33Z,Stomatapoll,17587100,48196
901826998,2019-06-14T14:47:06Z,Nizolan,19655465,48199
901827337,2019-06-14T14:49:26Z,Signedzzz,21489548,47034
901839597,2019-06-14T16:18:43Z,Zaiisao,27368739,46893
901843478,2019-06-14T16:52:40Z,Wefk423,30693367,46882
901844661,2019-06-14T17:02:00Z,Wefk423,30693367,46882
901844960,2019-06-14T17:04:07Z,Wefk423,30693367,46874
901850370,2019-06-14T17:52:44Z,118.141.40.80,0,47305
901851704,2019-06-14T18:04:36Z,MusikAnimal,14882394,47463
901857413,2019-06-14T19:00:14Z,WP Ludicer,35227944,47459
901863589,2019-06-14T19:57:47Z,170.111.2.172,0,47458
901863801,2019-06-14T19:59:46Z,170.111.2.172,0,47458
901867575,2019-06-14T20:34:12Z,Wefk423,30693367,47450
901869676,2019-06-14T20:55:06Z,2A02:C7D:2BAF:E900:95FE:821E:BD11:893C,0,47450
901874208,2019-06-14T21:36:07Z,Ohconfucius,736651,47460
901887946,2019-06-14T23:58:10Z,DoctorHell,5023119,47476
901889063,2019-06-15T00:08:59Z,DoctorHell,5023119,48016
901889131,2019-06-15T00:09:44Z,DoctorHell,5023119,48019
901898901,2019-06-15T02:04:13Z,Goh wz,65369,48275
901917949,2019-06-15T05:50:23Z,103.250.54.114,0,48278
901918024,2019-06-15T05:51:21Z,103.250.54.114,0,48341
901929270,2019-06-15T08:15:27Z,118.141.40.80,0,47336
901930602,2019-06-15T08:32:38Z,Citobun,19212093,48341
901935613,2019-06-15T09:34:35Z,2001:B011:8003:36D7:286C:7E49:B820:FAF3,0,48382
901942855,2019-06-15T10:57:48Z,Redthreadhx,35570053,48381
901943540,2019-06-15T11:04:41Z,Mariogoods,34143604,48399
901944333,2019-06-15T11:12:27Z,Xavdeman,25408790,48835
901944570,2019-06-15T11:14:44Z,Xavdeman,25408790,48835
901959998,2019-06-15T13:50:21Z,2A00:23C4:980F:1800:A57C:D247:DF93:C247,0,48868
901960342,2019-06-15T13:53:44Z,2A00:23C4:980F:1800:A57C:D247:DF93:C247,0,48959
901960522,2019-06-15T13:55:20Z,2A00:23C4:980F:1800:A57C:D247:DF93:C247,0,49003
901960607,2019-06-15T13:56:12Z,2A00:23C4:980F:1800:A57C:D247:DF93:C247,0,48961
901970246,2019-06-15T15:28:34Z,The Canadian Roadgeek,2316661,49628
901971238,2019-06-15T15:38:20Z,118.141.40.80,0,49880
901974681,2019-06-15T16:12:15Z,Kingerikthesecond,34836387,49907
901979513,2019-06-15T16:54:05Z,The Canadian Roadgeek,2316661,50350
901980911,2019-06-15T17:05:55Z,JohnCarter06,36743111,51654
901981770,2019-06-15T17:13:18Z,The Canadian Roadgeek,2316661,52748
901982762,2019-06-15T17:22:34Z,Wefk423,30693367,52937
901982950,2019-06-15T17:24:29Z,Natg 19,3492060,53330
901983222,2019-06-15T17:27:10Z,Natg 19,3492060,52498
901983231,2019-06-15T17:27:13Z,Wefk423,30693367,52497
901983443,2019-06-15T17:29:19Z,Natg 19,3492060,52489
901984704,2019-06-15T17:37:37Z,Wefk423,30693367,52744
901984864,2019-06-15T17:39:10Z,Wefk423,30693367,52799
901985196,2019-06-15T17:42:06Z,Wefk423,30693367,52677
901985546,2019-06-15T17:44:54Z,Wefk423,30693367,52706
901986025,2019-06-15T17:49:00Z,Wefk423,30693367,52673
901986111,2019-06-15T17:49:52Z,Wefk423,30693367,52673
901986268,2019-06-15T17:51:25Z,Wefk423,30693367,52685
901990078,2019-06-15T18:30:06Z,Mmmmlecker,36421022,52733
901991679,2019-06-15T18:45:17Z,HKO2006,9310505,53071
901991892,2019-06-15T18:47:18Z,AnnTesujiRutledge,34519471,53905
901992515,2019-06-15T18:53:45Z,AnnTesujiRutledge,34519471,54523
901995067,2019-06-15T19:17:56Z,AnnTesujiRutledge,34519471,54614
902000764,2019-06-15T20:14:58Z,Wefk423,30693367,54566
902005711,2019-06-15T21:01:09Z,Mariogoods,34143604,54561
902009502,2019-06-15T21:31:11Z,Mariogoods,34143604,54566
902030714,2019-06-16T01:24:41Z,Citobun,19212093,54775
902030918,2019-06-16T01:27:28Z,Citobun,19212093,54788
902031209,2019-06-16T01:31:15Z,Citobun,19212093,54792
902031797,2019-06-16T01:38:32Z,Citobun,19212093,54736
902032091,2019-06-16T01:42:33Z,Citobun,19212093,54741
902043309,2019-06-16T03:52:29Z,Yeungkahchun,33023494,54820
902044048,2019-06-16T04:00:16Z,Mariogoods,34143604,54807
902045032,2019-06-16T04:13:19Z,Ryan200107280728,32585629,54819
902045232,2019-06-16T04:15:40Z,182.239.114.247,0,54798
902046068,2019-06-16T04:27:56Z,182.239.114.247,0,55279
902051449,2019-06-16T05:42:20Z,Alexkyoung,36151981,55272
902052160,2019-06-16T05:54:02Z,Alexkyoung,36151981,55286
902052696,2019-06-16T06:01:53Z,Alexkyoung,36151981,55405
902053692,2019-06-16T06:15:59Z,Alexkyoung,36151981,55643
902056344,2019-06-16T06:58:39Z,分液漏斗,21168008,55784
902057487,2019-06-16T07:16:08Z,14.200.40.139,0,55698
902057532,2019-06-16T07:16:39Z,14.200.40.139,0,55697
902061055,2019-06-16T08:04:16Z,Wefk423,30693367,56412
902064023,2019-06-16T08:41:17Z,14.136.155.10,0,56638
902064435,2019-06-16T08:48:05Z,Narky Blert,22041646,56655
902066857,2019-06-16T09:24:33Z,Mariogoods,34143604,56666
902070463,2019-06-16T10:10:32Z,61.15.200.99,0,56753
902071051,2019-06-16T10:19:02Z,61.15.200.99,0,57056
902071358,2019-06-16T10:22:47Z,61.15.200.99,0,57232
902071552,2019-06-16T10:25:03Z,61.15.200.99,0,57411
902071586,2019-06-16T10:25:36Z,61.15.200.99,0,57412
902071776,2019-06-16T10:28:15Z,61.15.200.99,0,57660
902072123,2019-06-16T10:33:02Z,Wefk423,30693367,57689
902072244,2019-06-16T10:34:33Z,61.15.200.99,0,57928
902072407,2019-06-16T10:36:44Z,61.15.200.99,0,58287
902072932,2019-06-16T10:43:37Z,61.15.200.99,0,58287
902073289,2019-06-16T10:47:57Z,61.15.200.99,0,58271
902073745,2019-06-16T10:53:38Z,Wefk423,30693367,59402
902074283,2019-06-16T10:57:01Z,Wefk423,30693367,59147
902075072,2019-06-16T11:05:21Z,61.15.200.99,0,59611
902075207,2019-06-16T11:06:48Z,Wefk423,30693367,59026
902075725,2019-06-16T11:12:03Z,Wefk423,30693367,59099
902077287,2019-06-16T11:30:39Z,61.15.200.99,0,59395
902078110,2019-06-16T11:40:51Z,61.15.200.99,0,59974
902078244,2019-06-16T11:42:24Z,61.15.200.99,0,60066
902078829,2019-06-16T11:48:24Z,61.15.200.99,0,60153
902079338,2019-06-16T11:54:32Z,61.15.200.99,0,60395
902079375,2019-06-16T11:55:01Z,61.15.200.99,0,60560
902079441,2019-06-16T11:55:49Z,WikiCleanerBot,18872885,59972
902079511,2019-06-16T11:56:45Z,Wefk423,30693367,61810
902079733,2019-06-16T11:59:25Z,61.15.200.99,0,62206
902081902,2019-06-16T12:22:42Z,Dorayaki100,36554410,62213
902082025,2019-06-16T12:23:50Z,Wefk423,30693367,62207
902082540,2019-06-16T12:29:08Z,Dorayaki100,36554410,62226
902082837,2019-06-16T12:32:20Z,Dorayaki100,36554410,62226
902082929,2019-06-16T12:33:14Z,Dorayaki100,36554410,62221
902083377,2019-06-16T12:37:58Z,Dorayaki100,36554410,62342
902083723,2019-06-16T12:41:28Z,182.239.83.76,0,62342
902083821,2019-06-16T12:42:27Z,182.239.83.76,0,62343
902086832,2019-06-16T13:11:21Z,Wefk423,30693367,64026
902086847,2019-06-16T13:11:27Z,61.15.200.99,0,64480
902088519,2019-06-16T13:26:42Z,182.239.83.76,0,64479
902089533,2019-06-16T13:36:17Z,61.15.200.99,0,64522
902089774,2019-06-16T13:38:55Z,61.15.200.99,0,64512
902089875,2019-06-16T13:40:02Z,61.15.200.99,0,64483
902098077,2019-06-16T15:00:52Z,Ohconfucius,736651,64483
902098703,2019-06-16T15:04:50Z,Ohconfucius,736651,64370
902099010,2019-06-16T15:07:06Z,Ohconfucius,736651,63951
902099829,2019-06-16T15:13:57Z,118.141.40.80,0,64890
902103425,2019-06-16T15:38:19Z,HKO2006,9310505,64947
902103871,2019-06-16T15:41:50Z,HKO2006,9310505,64948
902105089,2019-06-16T15:52:19Z,OliWatson,36294887,65368
902105808,2019-06-16T15:59:01Z,2A00:23C4:980F:1800:5D87:7391:2FDD:4515,0,65543
902106375,2019-06-16T16:04:10Z,2A00:23C4:980F:1800:5D87:7391:2FDD:4515,0,65671
902106740,2019-06-16T16:06:56Z,2A00:23C4:980F:1800:5D87:7391:2FDD:4515,0,65671
902107447,2019-06-16T16:13:57Z,219.74.191.227,0,65673
902107509,2019-06-16T16:14:41Z,Wefk423,30693367,66097
902108183,2019-06-16T16:18:04Z,分液漏斗,21168008,66109
902108378,2019-06-16T16:19:42Z,Wefk423,30693367,66265
902108742,2019-06-16T16:23:28Z,Kyuko,7178757,66257
902109468,2019-06-16T16:30:26Z,Wefk423,30693367,66380
902110579,2019-06-16T16:40:29Z,Mount2010,25679202,66380
902112991,2019-06-16T17:02:13Z,Wefk423,30693367,66657
902115354,2019-06-16T17:21:09Z,Wefk423,30693367,66699
902118203,2019-06-16T17:42:49Z,Wefk423,30693367,66724
902118442,2019-06-16T17:44:35Z,Wefk423,30693367,66736
902118692,2019-06-16T17:46:43Z,118.141.40.80,0,67335
902120817,2019-06-16T18:06:43Z,2A00:23C4:980F:1800:5D87:7391:2FDD:4515,0,67468
902123454,2019-06-16T18:32:03Z,OlEnglish,7181920,67468
902125415,2019-06-16T18:52:12Z,AnomieBOT,7611264,67528
902128557,2019-06-16T19:22:59Z,119.247.54.102,0,67413
902132011,2019-06-16T19:52:32Z,Susmuffin,33959159,67434
902146060,2019-06-16T21:58:55Z,Newzild,5053200,67434
902146102,2019-06-16T21:59:20Z,Newzild,5053200,67427
902155684,2019-06-16T23:32:50Z,Turther,10530571,67449
902155749,2019-06-16T23:33:30Z,Turther,10530571,67437
902158639,2019-06-17T00:04:41Z,Yeenosaurus,16635116,67497
